Date,Beras,Daging Ayam,Daging Sapi,Telur Ayam,Bawang Merah,Bawang Putih,Cabai Merah,Cabai Rawit,Minyak Goreng,Gula Pasir
18/ 01/ 2022,11800.00,39250.00,124700.00,27800.00,30950.00,30450.00,39750.00,57000.00,20350.00,14650.00
19/ 01/ 2022,11800.00,39200.00,124700.00,27600.00,30900.00,30450.00,39900.00,57000.00,20350.00,14700.00
20/ 01/ 2022,11800.00,39200.00,124700.00,27350.00,30950.00,30450.00,39950.00,55750.00,20350.00,14700.00
21/ 01/ 2022,11800.00,39100.00,124200.00,27150.00,31050.00,30350.00,39650.00,54950.00,20350.00,14750.00
24/ 01/ 2022,11800.00,38600.00,124200.00,26700.00,31050.00,30400.00,39300.00,52300.00,20250.00,14750.00
25/ 01/ 2022,11800.00,38350.00,124200.00,26600.00,30950.00,30300.00,39200.00,51550.00,20250.00,14750.00
26/ 01/ 2022,11800.00,38050.00,124250.00,26450.00,30900.00,30300.00,38650.00,50900.00,20200.00,14750.00
27/ 01/ 2022,11800.00,37850.00,124250.00,26200.00,30900.00,30300.00,38750.00,49850.00,20100.00,14750.00
28/ 01/ 2022,11800.00,37500.00,124250.00,26000.00,31000.00,30300.00,38800.00,49400.00,20050.00,14750.00
31/ 01/ 2022,11800.00,37000.00,123850.00,25600.00,31200.00,30400.00,38050.00,48300.00,19700.00,14750.00
01/ 02/ 2022,11800.00,37000.00,123850.00,25600.00,31200.00,30400.00,38050.00,48300.00,19700.00,14750.00
02/ 02/ 2022,11800.00,36650.00,124800.00,25300.00,31450.00,30400.00,38000.00,48300.00,19550.00,14750.00
03/ 02/ 2022,11800.00,36450.00,124550.00,25200.00,31650.00,30450.00,37800.00,48200.00,19500.00,14750.00
04/ 02/ 2022,11800.00,36050.00,124500.00,25000.00,31850.00,30400.00,37350.00,48700.00,19350.00,14750.00
07/ 02/ 2022,11800.00,35800.00,123850.00,24650.00,32700.00,30500.00,38650.00,49800.00,19050.00,14750.00
08/ 02/ 2022,11800.00,35750.00,124950.00,24500.00,33000.00,30550.00,39100.00,50250.00,18950.00,14750.00
09/ 02/ 2022,11800.00,35750.00,125050.00,24450.00,33400.00,30550.00,39700.00,50200.00,18850.00,14800.00
10/ 02/ 2022,11800.00,35750.00,125050.00,24450.00,34100.00,30500.00,40000.00,49950.00,18850.00,14750.00
11/ 02/ 2022,11800.00,35650.00,125050.00,24400.00,34300.00,30550.00,40450.00,49750.00,18750.00,14800.00
14/ 02/ 2022,11800.00,35550.00,125100.00,24150.00,35300.00,30600.00,42600.00,50050.00,18700.00,14800.00
15/ 02/ 2022,11800.00,35550.00,125100.00,24150.00,35750.00,30600.00,43050.00,50150.00,18700.00,14800.00
16/ 02/ 2022,11800.00,35500.00,125100.00,24050.00,35900.00,30600.00,43450.00,50200.00,18700.00,14800.00
17/ 02/ 2022,11800.00,35400.00,125100.00,23900.00,35900.00,30500.00,43650.00,50300.00,18700.00,14750.00
18/ 02/ 2022,11800.00,35450.00,125250.00,23900.00,36000.00,30550.00,43350.00,50300.00,18650.00,14750.00
21/ 02/ 2022,11800.00,35300.00,124850.00,24150.00,36350.00,30700.00,45300.00,52000.00,18550.00,14750.00
22/ 02/ 2022,11800.00,35350.00,125550.00,24200.00,36450.00,30650.00,46100.00,53000.00,18450.00,14750.00
23/ 02/ 2022,11800.00,35450.00,125400.00,24200.00,36550.00,30650.00,47050.00,54050.00,18400.00,14750.00
24/ 02/ 2022,11800.00,35350.00,125400.00,24200.00,36500.00,30700.00,47450.00,53900.00,18450.00,14750.00
25/ 02/ 2022,11800.00,35350.00,125550.00,24150.00,36600.00,30700.00,48000.00,54050.00,18400.00,14750.00
28/ 02/ 2022,11800.00,35350.00,125550.00,24150.00,36600.00,30700.00,48000.00,54050.00,18400.00,14750.00
01/ 03/ 2022,11800.00,35650.00,126350.00,24150.00,36950.00,30700.00,50100.00,58000.00,18550.00,14750.00
02/ 03/ 2022,11800.00,35700.00,126550.00,24200.00,37050.00,30700.00,50800.00,58750.00,18550.00,14750.00
03/ 03/ 2022,11800.00,35700.00,126900.00,24300.00,37300.00,30700.00,51850.00,59250.00,18450.00,14750.00
04/ 03/ 2022,11800.00,35700.00,126900.00,24300.00,37300.00,30700.00,51850.00,59250.00,18450.00,14750.00
07/ 03/ 2022,11800.00,35800.00,127000.00,24750.00,37500.00,30750.00,54200.00,61200.00,18900.00,14750.00
08/ 03/ 2022,11800.00,36000.00,127050.00,24850.00,37550.00,30950.00,54150.00,61050.00,18950.00,14750.00
09/ 03/ 2022,11800.00,36050.00,127300.00,25000.00,37600.00,30950.00,53950.00,60950.00,19150.00,14750.00
10/ 03/ 2022,11800.00,36200.00,127300.00,25000.00,37500.00,30950.00,53750.00,60250.00,19350.00,14750.00
11/ 03/ 2022,11800.00,36250.00,127350.00,25000.00,37550.00,31050.00,53850.00,60200.00,19350.00,14750.00
14/ 03/ 2022,11800.00,36600.00,127400.00,25100.00,37300.00,31450.00,54350.00,60450.00,19300.00,14800.00
15/ 03/ 2022,11800.00,36650.00,127400.00,25150.00,37250.00,31550.00,54450.00,59800.00,19250.00,14800.00
16/ 03/ 2022,11800.00,36700.00,127850.00,25150.00,37100.00,31700.00,54300.00,59400.00,19200.00,14800.00
17/ 03/ 2022,11750.00,36600.00,128450.00,24900.00,37300.00,31600.00,54550.00,58000.00,19600.00,14850.00
18/ 03/ 2022,11800.00,36650.00,127800.00,25150.00,36750.00,31950.00,55050.00,59050.00,20600.00,14900.00
21/ 03/ 2022,11800.00,36500.00,127800.00,25200.00,36550.00,32100.00,54750.00,58450.00,22200.00,14950.00
22/ 03/ 2022,11800.00,36550.00,127850.00,25200.00,36450.00,32150.00,54300.00,58200.00,22600.00,15000.00
23/ 03/ 2022,11800.00,36500.00,127900.00,25300.00,36150.00,32200.00,54100.00,57400.00,23000.00,15000.00
24/ 03/ 2022,11800.00,36500.00,127900.00,25300.00,36050.00,32300.00,53300.00,56550.00,23200.00,15000.00
25/ 03/ 2022,11800.00,36450.00,127950.00,25350.00,35900.00,32400.00,52450.00,56000.00,23400.00,15000.00
28/ 03/ 2022,11800.00,36500.00,128250.00,25400.00,35400.00,32450.00,52050.00,55850.00,23500.00,15050.00
29/ 03/ 2022,11800.00,36700.00,128550.00,25600.00,35200.00,32550.00,50850.00,55800.00,23750.00,15100.00
30/ 03/ 2022,11800.00,36900.00,129150.00,25650.00,35050.00,32550.00,51200.00,55900.00,23800.00,15100.00
31/ 03/ 2022,11800.00,37150.00,130100.00,25650.00,34850.00,32650.00,51100.00,56150.00,23900.00,15100.00
01/ 04/ 2022,11800.00,37600.00,130950.00,25700.00,34800.00,32800.00,51300.00,55950.00,23950.00,15150.00
04/ 04/ 2022,11800.00,37800.00,131350.00,25700.00,34750.00,32900.00,56550.00,58200.00,24000.00,15150.00
05/ 04/ 2022,11800.00,37850.00,131050.00,25700.00,34850.00,32900.00,56150.00,60000.00,24100.00,15200.00
06/ 04/ 2022,11800.00,37750.00,131150.00,25700.00,34850.00,33000.00,55450.00,59200.00,24100.00,15200.00
07/ 04/ 2022,11800.00,37700.00,130150.00,25700.00,34950.00,33050.00,54500.00,57600.00,24100.00,15200.00
08/ 04/ 2022,11800.00,37650.00,130450.00,25650.00,35000.00,33050.00,53500.00,56250.00,24150.00,15200.00
11/ 04/ 2022,11800.00,37500.00,130250.00,25650.00,35050.00,32950.00,51150.00,52400.00,24300.00,15250.00
12/ 04/ 2022,11800.00,37450.00,130150.00,25700.00,35050.00,32900.00,50300.00,50300.00,24250.00,15250.00
13/ 04/ 2022,11800.00,37450.00,130300.00,25650.00,35050.00,32850.00,49400.00,49200.00,24400.00,15250.00
14/ 04/ 2022,11800.00,37500.00,130650.00,25700.00,35000.00,32800.00,47850.00,47450.00,24500.00,15250.00
15/ 04/ 2022,12650.00,38750.00,140000.00,26750.00,36300.00,31350.00,45600.00,58150.00,24250.00,14750.00
18/ 04/ 2022,11850.00,37350.00,130700.00,25750.00,35200.00,32900.00,45300.00,47250.00,24500.00,15300.00
19/ 04/ 2022,11800.00,37500.00,130850.00,25800.00,35200.00,32950.00,45100.00,47050.00,24550.00,15300.00
20/ 04/ 2022,11800.00,37600.00,131000.00,26050.00,35300.00,32950.00,44600.00,46500.00,24600.00,15300.00
21/ 04/ 2022,11800.00,37600.00,131100.00,26400.00,35250.00,32900.00,44050.00,46100.00,24650.00,15300.00
22/ 04/ 2022,11800.00,37850.00,131450.00,26650.00,35350.00,32900.00,43650.00,45600.00,24650.00,15350.00
25/ 04/ 2022,11750.00,38750.00,133200.00,27200.00,36350.00,32850.00,45550.00,45500.00,24600.00,15350.00
26/ 04/ 2022,11750.00,39100.00,133700.00,27300.00,36800.00,32900.00,46500.00,45500.00,24600.00,15350.00
27/ 04/ 2022,11850.00,39600.00,135100.00,27450.00,37100.00,32900.00,47950.00,45750.00,24650.00,15350.00
28/ 04/ 2022,11850.00,40400.00,136600.00,27650.00,37500.00,32950.00,49200.00,46100.00,24600.00,15350.00
29/ 04/ 2022,13600.00,52100.00,157500.00,28950.00,41500.00,32500.00,46400.00,61900.00,25500.00,15500.00
02/ 05/ 2022,13600.00,52100.00,157500.00,28950.00,41500.00,32500.00,46400.00,61900.00,25500.00,15500.00
03/ 05/ 2022,13750.00,46750.00,146250.00,32000.00,34000.00,31500.00,53150.00,66250.00,25700.00,15150.00
04/ 05/ 2022,13750.00,46750.00,146250.00,32000.00,34000.00,31500.00,53150.00,66250.00,25700.00,15150.00
05/ 05/ 2022,12350.00,44000.00,138150.00,43000.00,42500.00,36500.00,78750.00,78750.00,22250.00,16100.00
06/ 05/ 2022,12350.00,45400.00,138150.00,43000.00,42250.00,35250.00,80000.00,80950.00,22250.00,16100.00
09/ 05/ 2022,11750.00,40900.00,134850.00,27550.00,39100.00,32850.00,45800.00,46450.00,24500.00,15350.00
10/ 05/ 2022,11750.00,40700.00,134700.00,27550.00,39500.00,32700.00,45350.00,46400.00,24500.00,15350.00
11/ 05/ 2022,11750.00,40400.00,134500.00,27500.00,39600.00,32600.00,44700.00,45800.00,24500.00,15350.00
12/ 05/ 2022,11750.00,40000.00,134550.00,27350.00,39800.00,32600.00,44600.00,45450.00,24450.00,15400.00
13/ 05/ 2022,11750.00,39650.00,134450.00,27450.00,40050.00,32700.00,43950.00,43900.00,24450.00,15400.00
16/ 05/ 2022,13750.00,47500.00,136250.00,32000.00,36250.00,33750.00,51500.00,68150.00,22850.00,15150.00
17/ 05/ 2022,11750.00,38600.00,134350.00,27500.00,41650.00,32450.00,44850.00,44550.00,24450.00,15400.00
18/ 05/ 2022,11750.00,38400.00,133900.00,27550.00,41900.00,32400.00,45350.00,45500.00,24400.00,15400.00
19/ 05/ 2022,11750.00,38150.00,134350.00,27650.00,41650.00,32300.00,45800.00,46250.00,24350.00,15400.00
20/ 05/ 2022,11750.00,37950.00,134350.00,27750.00,42000.00,32300.00,46050.00,47100.00,24250.00,15400.00
23/ 05/ 2022,11750.00,37450.00,134400.00,28100.00,42400.00,32050.00,47450.00,49150.00,24150.00,15400.00
24/ 05/ 2022,11750.00,37300.00,134400.00,28250.00,42350.00,31950.00,48450.00,49650.00,24150.00,15400.00
25/ 05/ 2022,11750.00,36900.00,134250.00,28400.00,42400.00,31850.00,48750.00,50450.00,24100.00,15400.00
26/ 05/ 2022,11750.00,36900.00,134250.00,28400.00,42400.00,31850.00,48750.00,50450.00,24100.00,15400.00
27/ 05/ 2022,11750.00,36750.00,134300.00,28550.00,42450.00,31650.00,50350.00,52800.00,24000.00,15400.00
30/ 05/ 2022,11750.00,36750.00,134250.00,28700.00,42750.00,31400.00,53400.00,55550.00,23950.00,15350.00
31/ 05/ 2022,11750.00,36900.00,134150.00,28650.00,42900.00,31250.00,54350.00,56700.00,23850.00,15350.00
01/ 06/ 2022,11750.00,36900.00,134150.00,28650.00,42900.00,31250.00,54350.00,56700.00,23850.00,15350.00
02/ 06/ 2022,11750.00,37200.00,134200.00,28900.00,43050.00,31100.00,55100.00,59200.00,23850.00,15350.00
03/ 06/ 2022,11750.00,37250.00,134200.00,28950.00,43000.00,31050.00,55000.00,60900.00,23900.00,15350.00
06/ 06/ 2022,11750.00,38000.00,134150.00,29150.00,44100.00,30700.00,57550.00,66900.00,23850.00,15350.00
07/ 06/ 2022,11750.00,38150.00,134100.00,29350.00,44650.00,30550.00,58850.00,68400.00,23800.00,15350.00
08/ 06/ 2022,11750.00,38350.00,134100.00,29350.00,45150.00,30450.00,60200.00,69850.00,23800.00,15350.00
09/ 06/ 2022,11750.00,38600.00,134150.00,29400.00,45450.00,30450.00,62200.00,71250.00,23850.00,15350.00
10/ 06/ 2022,11750.00,38600.00,133900.00,29300.00,46100.00,30350.00,63250.00,72100.00,23850.00,15350.00
13/ 06/ 2022,11750.00,38600.00,133800.00,29250.00,48800.00,30400.00,68900.00,75400.00,23700.00,15350.00
14/ 06/ 2022,11750.00,38700.00,133600.00,29300.00,49950.00,30150.00,70200.00,76450.00,23650.00,15350.00
15/ 06/ 2022,11750.00,38550.00,134000.00,29350.00,50250.00,30100.00,71650.00,77800.00,23600.00,15350.00
16/ 06/ 2022,11750.00,38450.00,134000.00,29350.00,50900.00,30050.00,71800.00,77900.00,23550.00,15350.00
17/ 06/ 2022,11750.00,38200.00,134100.00,29450.00,51300.00,29950.00,72000.00,79000.00,23600.00,15350.00
20/ 06/ 2022,11750.00,37650.00,134100.00,29350.00,54200.00,29750.00,73350.00,80050.00,23550.00,15300.00
21/ 06/ 2022,11750.00,37600.00,134050.00,29350.00,55150.00,29600.00,73600.00,80450.00,23450.00,15300.00
22/ 06/ 2022,11750.00,37200.00,134000.00,29300.00,56050.00,29550.00,73950.00,80300.00,23350.00,15300.00
23/ 06/ 2022,11750.00,37050.00,134050.00,29300.00,56900.00,29550.00,73850.00,80550.00,23300.00,15300.00
24/ 06/ 2022,11750.00,37000.00,133950.00,29250.00,58150.00,29450.00,73750.00,80850.00,23300.00,15300.00
27/ 06/ 2022,11750.00,36900.00,133950.00,29150.00,58700.00,29250.00,76150.00,82350.00,23300.00,15250.00
28/ 06/ 2022,11800.00,36850.00,134000.00,29150.00,59650.00,29300.00,75600.00,82850.00,23200.00,15300.00
29/ 06/ 2022,11750.00,36800.00,133950.00,29150.00,59850.00,29200.00,74800.00,82950.00,23150.00,15300.00
30/ 06/ 2022,11750.00,36750.00,134100.00,29100.00,60250.00,29150.00,74650.00,83250.00,23150.00,15250.00
01/ 07/ 2022,11750.00,36900.00,134100.00,29050.00,60800.00,29250.00,75050.00,83450.00,23100.00,15250.00
04/ 07/ 2022,11750.00,36750.00,134100.00,29100.00,61850.00,29300.00,78900.00,86550.00,22900.00,15250.00
05/ 07/ 2022,11750.00,36750.00,134100.00,29150.00,62250.00,29250.00,80150.00,87400.00,22850.00,15250.00
06/ 07/ 2022,11750.00,36850.00,134400.00,29100.00,62750.00,29250.00,80450.00,87500.00,22750.00,15250.00
07/ 07/ 2022,11750.00,37150.00,134500.00,29100.00,63100.00,29250.00,80900.00,86150.00,22750.00,15250.00
08/ 07/ 2022,11750.00,37550.00,135950.00,29250.00,64450.00,29400.00,82600.00,87050.00,22650.00,15250.00
11/ 07/ 2022,11750.00,38050.00,135100.00,29300.00,64750.00,29550.00,87650.00,91200.00,22550.00,15250.00
12/ 07/ 2022,11750.00,38050.00,135150.00,29350.00,64750.00,29450.00,89050.00,91750.00,22450.00,15250.00
13/ 07/ 2022,11750.00,37850.00,134950.00,29400.00,64800.00,29450.00,87400.00,91750.00,22400.00,15200.00
14/ 07/ 2022,11750.00,37550.00,134800.00,29350.00,64400.00,29350.00,84800.00,90000.00,22300.00,15250.00
15/ 07/ 2022,11750.00,37250.00,134700.00,29400.00,64550.00,29300.00,83250.00,87150.00,22250.00,15200.00
18/ 07/ 2022,11750.00,36750.00,136800.00,29300.00,64150.00,29350.00,81450.00,79700.00,22000.00,15200.00
19/ 07/ 2022,11750.00,36700.00,134050.00,29300.00,64000.00,29350.00,80750.00,78100.00,21800.00,15200.00
20/ 07/ 2022,11750.00,36600.00,134600.00,29300.00,63800.00,29400.00,80050.00,75850.00,21700.00,15200.00
21/ 07/ 2022,11750.00,36550.00,134300.00,29300.00,63100.00,29400.00,78650.00,73200.00,21650.00,15200.00
22/ 07/ 2022,11750.00,36400.00,134300.00,29350.00,62600.00,29400.00,77950.00,72700.00,21550.00,15200.00
25/ 07/ 2022,11750.00,36400.00,134050.00,29450.00,59100.00,29450.00,75550.00,69900.00,21350.00,15200.00
26/ 07/ 2022,11800.00,36450.00,134050.00,29450.00,58100.00,29500.00,75050.00,68250.00,21300.00,15200.00
27/ 07/ 2022,11750.00,36400.00,134050.00,29400.00,56950.00,29400.00,73950.00,67400.00,21250.00,15200.00
28/ 07/ 2022,11750.00,36150.00,134050.00,29450.00,55950.00,29400.00,74200.00,66700.00,21200.00,15200.00
29/ 07/ 2022,11800.00,35950.00,134100.00,29400.00,54800.00,29350.00,73600.00,65900.00,21150.00,15200.00
01/ 08/ 2022,11800.00,35800.00,134050.00,29350.00,51650.00,29300.00,71300.00,64350.00,20900.00,15200.00
02/ 08/ 2022,11800.00,35600.00,134050.00,29350.00,50650.00,29300.00,70750.00,63850.00,20800.00,15200.00
03/ 08/ 2022,11800.00,35450.00,134050.00,29350.00,50050.00,29350.00,70200.00,63350.00,20750.00,15200.00
04/ 08/ 2022,11800.00,35150.00,134050.00,29300.00,49150.00,29350.00,69550.00,63700.00,20750.00,15200.00
05/ 08/ 2022,11800.00,35150.00,134100.00,29300.00,48550.00,29250.00,69200.00,63550.00,20700.00,15200.00
08/ 08/ 2022,11800.00,34750.00,134050.00,29050.00,46900.00,29250.00,69050.00,64150.00,20550.00,15200.00
09/ 08/ 2022,11800.00,34700.00,134000.00,29000.00,46300.00,29200.00,68750.00,64300.00,20500.00,15250.00
10/ 08/ 2022,11800.00,34550.00,134050.00,29050.00,46000.00,29300.00,68150.00,63950.00,20500.00,15200.00
11/ 08/ 2022,11800.00,34500.00,134050.00,29150.00,45500.00,29250.00,66900.00,63850.00,20450.00,15200.00
12/ 08/ 2022,11850.00,34350.00,134000.00,29450.00,44600.00,29300.00,65700.00,63100.00,20450.00,15200.00
15/ 08/ 2022,11850.00,34350.00,134000.00,29950.00,43150.00,29200.00,63700.00,61900.00,20350.00,15150.00
16/ 08/ 2022,11850.00,34450.00,133900.00,30100.00,42550.00,29100.00,63200.00,61400.00,20350.00,15150.00
17/ 08/ 2022,11750.00,32400.00,141300.00,33550.00,46250.00,28850.00,65450.00,60600.00,20050.00,15250.00
18/ 08/ 2022,11850.00,34650.00,133850.00,30350.00,42100.00,29000.00,63250.00,61400.00,20300.00,15150.00
19/ 08/ 2022,11850.00,34800.00,133850.00,30450.00,41900.00,29000.00,63000.00,61250.00,20300.00,15150.00
22/ 08/ 2022,11850.00,35300.00,133700.00,30700.00,40200.00,28750.00,61850.00,59550.00,20300.00,15150.00
23/ 08/ 2022,11900.00,35350.00,133850.00,30850.00,39900.00,28650.00,60900.00,58850.00,20250.00,15150.00
24/ 08/ 2022,11900.00,35350.00,133850.00,31000.00,39500.00,28700.00,60450.00,58200.00,20200.00,15150.00
25/ 08/ 2022,11900.00,35400.00,133850.00,31300.00,39200.00,28650.00,60350.00,57300.00,20200.00,15150.00
26/ 08/ 2022,11900.00,35300.00,133900.00,31350.00,38650.00,28450.00,60250.00,56900.00,20200.00,15150.00
29/ 08/ 2022,11900.00,35000.00,133900.00,31500.00,37700.00,28800.00,61150.00,55900.00,20150.00,15150.00
30/ 08/ 2022,11900.00,34950.00,133900.00,31550.00,37300.00,28750.00,61650.00,55900.00,20050.00,15100.00
31/ 08/ 2022,11950.00,34850.00,133900.00,31500.00,36900.00,28750.00,62100.00,56350.00,20000.00,15150.00
01/ 09/ 2022,11950.00,34700.00,133900.00,31350.00,36500.00,28700.00,62400.00,57200.00,20000.00,15150.00
02/ 09/ 2022,11950.00,34500.00,133800.00,31300.00,36300.00,28600.00,62900.00,57250.00,19950.00,15100.00
05/ 09/ 2022,11950.00,34450.00,133900.00,31050.00,36700.00,28600.00,69000.00,58750.00,19900.00,15100.00
06/ 09/ 2022,11950.00,34550.00,133850.00,30950.00,36600.00,28600.00,70150.00,59650.00,19900.00,15100.00
07/ 09/ 2022,11950.00,34550.00,133900.00,30800.00,36550.00,28650.00,71200.00,59500.00,19900.00,15100.00
08/ 09/ 2022,11950.00,34650.00,133950.00,30750.00,36400.00,28800.00,70750.00,59550.00,19850.00,15100.00
09/ 09/ 2022,12000.00,34600.00,133900.00,30750.00,36450.00,28850.00,70050.00,60050.00,19850.00,15100.00
12/ 09/ 2022,12000.00,34750.00,133950.00,30600.00,36750.00,28900.00,66200.00,60400.00,19850.00,15100.00
13/ 09/ 2022,12000.00,34850.00,133900.00,30500.00,36850.00,28900.00,65500.00,60400.00,19750.00,15200.00
14/ 09/ 2022,12050.00,35000.00,133950.00,30450.00,36550.00,28850.00,63850.00,60300.00,19750.00,15100.00
15/ 09/ 2022,12050.00,35050.00,133900.00,30400.00,36500.00,28750.00,63400.00,59700.00,19750.00,15100.00
16/ 09/ 2022,12050.00,35050.00,134000.00,30300.00,36450.00,28750.00,62550.00,60100.00,19700.00,15100.00
19/ 09/ 2022,12050.00,34950.00,133950.00,30050.00,36050.00,28800.00,61200.00,61050.00,19600.00,15100.00
20/ 09/ 2022,12050.00,34900.00,133850.00,31050.00,35900.00,28750.00,60750.00,60550.00,19600.00,15100.00
21/ 09/ 2022,12050.00,34700.00,133900.00,29850.00,35800.00,28700.00,59900.00,60000.00,19600.00,15100.00
22/ 09/ 2022,12100.00,34650.00,133950.00,29700.00,35650.00,28750.00,58600.00,59600.00,19550.00,15100.00
23/ 09/ 2022,12100.00,34600.00,133750.00,29600.00,35600.00,28750.00,57400.00,59050.00,19550.00,15100.00
26/ 09/ 2022,12100.00,34650.00,133850.00,29150.00,35350.00,28800.00,54450.00,57800.00,19500.00,15100.00
27/ 09/ 2022,12100.00,34700.00,133750.00,28950.00,35500.00,28750.00,53800.00,57300.00,19500.00,15100.00
28/ 09/ 2022,12100.00,34550.00,133750.00,28800.00,35300.00,28650.00,52550.00,56750.00,19450.00,15100.00
29/ 09/ 2022,12100.00,34400.00,133750.00,28650.00,35200.00,28600.00,51650.00,56300.00,19450.00,15100.00
30/ 09/ 2022,12100.00,34350.00,133800.00,28500.00,35300.00,28600.00,51300.00,56300.00,19450.00,15100.00
03/ 10/ 2022,12150.00,34150.00,133700.00,28250.00,35100.00,28550.00,50550.00,55600.00,19400.00,15100.00
04/ 10/ 2022,12150.00,34000.00,133700.00,28100.00,35100.00,28500.00,50300.00,55600.00,19400.00,15100.00
05/ 10/ 2022,12150.00,33950.00,133650.00,28050.00,35050.00,28450.00,50800.00,55200.00,19350.00,15100.00
06/ 10/ 2022,12150.00,33950.00,133650.00,28000.00,35150.00,28350.00,50300.00,54450.00,19350.00,15100.00
07/ 10/ 2022,12150.00,34050.00,133750.00,28000.00,35300.00,28400.00,50600.00,54200.00,19350.00,15100.00
10/ 10/ 2022,12150.00,33800.00,133600.00,28250.00,35500.00,28350.00,52000.00,53700.00,19250.00,15100.00
11/ 10/ 2022,12150.00,33850.00,133700.00,28300.00,35650.00,28200.00,51550.00,53200.00,19250.00,15100.00
12/ 10/ 2022,12150.00,33900.00,133650.00,28250.00,35750.00,28300.00,51350.00,53200.00,19250.00,15100.00
13/ 10/ 2022,12150.00,33900.00,133600.00,28250.00,35700.00,28300.00,50950.00,52750.00,19250.00,15100.00
14/ 10/ 2022,12150.00,34000.00,133700.00,28250.00,35700.00,28200.00,50000.00,52000.00,19200.00,15050.00
17/ 10/ 2022,12150.00,33900.00,133600.00,28400.00,35750.00,28050.00,46450.00,50550.00,19150.00,15100.00
18/ 10/ 2022,12150.00,33800.00,133550.00,28450.00,35700.00,28050.00,45500.00,49800.00,19100.00,15100.00
19/ 10/ 2022,12150.00,33700.00,133600.00,28400.00,35500.00,27950.00,44650.00,48950.00,19050.00,15100.00
20/ 10/ 2022,12150.00,33700.00,133600.00,28400.00,35500.00,27950.00,43850.00,48150.00,19150.00,15100.00
21/ 10/ 2022,12150.00,33700.00,133600.00,28350.00,35500.00,27900.00,43150.00,47650.00,19150.00,15050.00
24/ 10/ 2022,12200.00,33800.00,133600.00,28350.00,35400.00,27950.00,42600.00,46500.00,19100.00,15050.00
25/ 10/ 2022,12200.00,33750.00,133500.00,28350.00,35350.00,27900.00,42050.00,46300.00,19100.00,15050.00
26/ 10/ 2022,12200.00,33800.00,133550.00,28350.00,35400.00,27900.00,41400.00,45800.00,19100.00,15050.00
27/ 10/ 2022,12200.00,33900.00,133700.00,28400.00,35350.00,27850.00,40800.00,45900.00,19000.00,15050.00
28/ 10/ 2022,12200.00,33850.00,133550.00,28400.00,35300.00,27850.00,40850.00,45700.00,19050.00,15050.00
31/ 10/ 2022,12200.00,33950.00,133550.00,28400.00,35650.00,27750.00,39550.00,44300.00,19000.00,15050.00
01/ 11/ 2022,12200.00,33950.00,133550.00,28400.00,35700.00,27900.00,39550.00,44250.00,19050.00,15050.00
02/ 11/ 2022,12200.00,33950.00,133550.00,28350.00,35750.00,27850.00,39150.00,44250.00,19050.00,15050.00
03/ 11/ 2022,12200.00,33900.00,133550.00,28300.00,35850.00,27900.00,38700.00,43600.00,19100.00,15050.00
04/ 11/ 2022,12200.00,33800.00,133550.00,28350.00,36050.00,27850.00,38600.00,43400.00,19100.00,15050.00
07/ 11/ 2022,12200.00,34200.00,133600.00,28450.00,36350.00,27850.00,37800.00,43400.00,19150.00,15050.00
08/ 11/ 2022,12200.00,34100.00,133600.00,28450.00,36500.00,27850.00,37200.00,43300.00,19150.00,15050.00
09/ 11/ 2022,12200.00,34100.00,133600.00,28550.00,36650.00,27850.00,37000.00,43100.00,19150.00,15050.00
10/ 11/ 2022,12200.00,34200.00,133700.00,28600.00,36850.00,27850.00,36900.00,43100.00,19150.00,15050.00
11/ 11/ 2022,12200.00,34300.00,133600.00,28650.00,37000.00,27800.00,36900.00,42950.00,19150.00,15050.00
14/ 11/ 2022,12200.00,34600.00,133600.00,28800.00,37450.00,27750.00,36750.00,42800.00,19150.00,15050.00
15/ 11/ 2022,12200.00,34700.00,133600.00,28800.00,37350.00,27650.00,36800.00,43050.00,19150.00,15100.00
16/ 11/ 2022,12250.00,34900.00,133600.00,28900.00,37400.00,27600.00,36550.00,42800.00,19150.00,15100.00
17/ 11/ 2022,12250.00,34900.00,133600.00,28950.00,37650.00,27650.00,36350.00,42350.00,19150.00,15100.00
18/ 11/ 2022,12250.00,34950.00,133600.00,28950.00,37800.00,27750.00,36450.00,42750.00,19150.00,15050.00
21/ 11/ 2022,12250.00,35100.00,133600.00,29050.00,37800.00,27750.00,37200.00,44050.00,19150.00,15100.00
22/ 11/ 2022,12250.00,35250.00,133600.00,29100.00,37800.00,27750.00,37250.00,43950.00,19150.00,15100.00
23/ 11/ 2022,12250.00,35250.00,133600.00,29150.00,37950.00,27650.00,37200.00,43800.00,19200.00,15100.00
24/ 11/ 2022,12250.00,35250.00,133600.00,29250.00,37850.00,27700.00,37150.00,43850.00,19200.00,15050.00
25/ 11/ 2022,12300.00,35150.00,133600.00,29300.00,37600.00,27600.00,37000.00,43700.00,19150.00,15050.00
28/ 11/ 2022,12300.00,35100.00,133600.00,29750.00,37650.00,27650.00,36850.00,44550.00,19200.00,15050.00
29/ 11/ 2022,12300.00,35200.00,133600.00,29900.00,37600.00,27600.00,36850.00,44500.00,19150.00,15050.00
30/ 11/ 2022,12300.00,35200.00,133600.00,29950.00,37650.00,27600.00,36750.00,44650.00,19150.00,15050.00
01/ 12/ 2022,12300.00,35250.00,133550.00,30050.00,37750.00,27650.00,36850.00,44400.00,19200.00,15350.00
